코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,과거 PCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(20일대비),높은순서  (비중 30)
A131220,대한과학,의료기기 및 용품,의료기기,21.88,815,16.12,418,1.56,409,3.29,592,48.06,585,24.74,479,-87.61,873
A084670,동양고속,운송 및 물류,육상운송,21.8,816,-3.89,707,0.96,269,0.74,125,-3.84,709,-3.3,722,-85.39,866
A094850,참좋은여행,레저산업,여행,21.64,817,-14.67,707,75.13,841,2.32,461,-39.41,709,-16.33,722,-60.99,717
A026150,특수건설,건설 및 건축자재,중견건설사,21.53,818,17.44,431,1.16,320,2.56,497,104.18,655,124.58,671,-83.56,863
A038070,서린바이오,제약 및 바이오,바이오,21.3,819,21.63,483,2.31,507,2.57,499,26.36,495,29.53,509,-94.04,880
A226950,올릭스,제약 및 바이오,바이오,21.26,820,-136.51,707,175.24,853,15.14,856,-17.5,709,-31.43,722,-54.98,655
A335810,프리시젼바이오,의료기기 및 용품,진단기기,20.88,821,-32.35,707,26.16,817,4.96,717,-46.76,709,-361,722,-58.15,690
A347770,핌스,반도체 관련장비 및 부품,반도체 부품,20.66,822,54.37,621,3.42,588,3.01,556,37.73,554,36.07,539,-73.5,829
A950200,소마젠(REG.S),제약 및 바이오,제약,20.54,823,-36.38,707,16.25,793,6.59,778,-35.36,709,-28.34,722,-58.14,689
A376190,엘비루셈,반도체 관련장비 및 부품,종합 반도체,20.54,823,19.47,457,6.71,702,2.98,554,16.96,377,73.31,629,-80,854
A086890,이수앱지스,제약 및 바이오,바이오,20.51,825,-60.45,707,19.06,800,8.32,809,-32.45,709,-43.86,722,-57.88,683
A013720,청보산업,자동차 및 관련부품,엔진부품,20.49,826,-217.34,707,11.6,760,11.16,839,-33.63,709,-57.36,722,-57.96,685
A357550,석경에이티,화학,종합 화학,20.26,827,90,656,30.97,821,4.94,716,48.75,587,263.25,702,-61.93,731
A006280,녹십자,제약 및 바이오,제약,20.01,828,76.53,642,2.6,536,3.44,613,65.11,623,78.31,635,-69.91,807
A045340,토탈소프트,운송 및 물류,운송인프라,19.85,829,31.61,546,14.79,787,12.22,844,114.23,658,84.3,642,-62.36,738
A065370,위세아이텍,IT서비스,시스템서비스,19.78,830,26.1,517,3.39,585,3.49,619,56.75,614,21.45,447,-80.84,855
A322310,오로스테크놀로지,반도체 관련장비 및 부품,종합 반도체,19.73,831,34.8,560,9.14,737,4.87,709,12.59,283,30.43,515,-79.83,852
A189330,씨이랩,IT서비스,시스템서비스,19.62,832,323.46,694,14.48,783,6.01,757,-44.32,709,248.5,699,-60.9,714
A211270,AP위성,통신,통신장비,19.47,833,13.35,365,5.48,675,3.01,556,490.45,700,70.97,628,-75.42,836
A007390,네이처셀,식음료,음료,19,834,-138.33,707,50.81,836,15.74,857,-53.74,709,-111.3,722,-58.66,692
A052690,한전기술,건설 및 건축자재,중견건설사,18.51,835,32.45,549,4.85,660,4.16,670,314.01,697,88.3,651,-69.05,800
A301300,바이브컴퍼니,IT서비스,소프트웨어,18.47,836,-22.44,707,13.95,779,5.39,740,-25.82,709,-70.96,722,-61.84,729
A171090,선익시스템,디스플레이 장비 및 부품,디스플레이 부품,18.33,837,25.58,516,3.16,572,2.25,446,-68.61,709,62.78,611,-85.26,865
A063170,서울옥션,유통,유통,18.29,838,129.08,667,6.72,703,3.89,656,26.57,497,64.78,616,-72.51,818
A053160,프리엠스,기계,중장비 및 관련품,18.13,839,1868.3,701,8,720,2.57,499,93,649,744,717,-68.57,796
A104620,노랑풍선,레저산업,여행,18.05,840,-25.35,707,38.38,824,2.62,505,-13.91,709,-12.03,722,-65.49,767
A099320,쎄트렉아이,기계,우주항공,17.97,841,75.52,641,5.57,679,6.78,783,110.78,656,40.58,554,-68.52,794
A068290,삼성출판사,미디어 및 엔터,미디어,17.87,842,12.59,349,2.66,540,3.08,567,213.31,688,-96.89,722,-86.56,870
A140410,메지온,제약 및 바이오,바이오,17.78,843,-135.08,707,42.19,829,25.21,873,-138.94,709,-174.72,722,-60.51,709
A271980,제일약품,제약 및 바이오,제약,17.51,844,-49.72,707,0.91,254,3.56,625,-119,709,92.12,657,-83.22,861
A009420,한올바이오파마,제약 및 바이오,제약,17.31,845,628.8,699,11.86,768,6.84,785,61.75,620,131.53,675,-65.16,765
A000440,중앙에너비스,석유 및 가스,석유판매,17.25,846,-53.27,707,2.4,517,2.09,429,115.28,662,415,709,-79.89,853
A033310,엠투엔,종이 및 용기,용기 및 포장재,17.2,847,-589.11,707,12.57,771,7.76,804,114.93,661,-315.07,722,-63.92,747
A039200,오스코텍,제약 및 바이오,바이오,17.13,848,-45.73,707,24.47,813,23.87,870,-27.77,709,-558.95,722,-61.18,722
A000250,삼천당제약,제약 및 바이오,제약,17.04,849,5136.34,703,7.23,714,6.54,777,-70.29,709,-458.85,722,-64.65,756
A049950,미래컴퍼니,디스플레이 장비 및 부품,디스플레이 장비,16.95,850,-19.04,707,3.77,610,2.76,519,66.3,625,-18.47,722,-73.85,831
A357230,에이치피오,식음료,식료품,16.63,851,81.64,647,11.14,755,5.19,730,19.94,420,65.75,619,-75.75,838
A340930,유일에너테크,IT 장비 및 소재,2차전지,16.22,852,156.89,673,4.33,640,4.09,666,96.68,651,63.87,614,-74.93,832
A032300,한국파마,제약 및 바이오,바이오,16.09,853,11894,706,8.88,732,10.3,831,136.96,670,155.52,683,-65.95,771
A008930,한미사이언스,제약 및 바이오,제약,15.9,854,310.45,693,5.44,673,7.08,793,100.55,654,124.23,670,-68.84,797
A095700,제넥신,제약 및 바이오,바이오,15.81,855,-223.98,707,48.85,835,3.69,638,25.1,481,-101.4,722,-71.14,815
A347860,알체라,IT서비스,소프트웨어,15.76,856,-82.34,707,87.94,844,16.75,862,-39.39,709,-68.08,722,-62.38,739
A241820,피씨엘,의료기기 및 용품,진단기기,15.75,857,-22.86,707,8.09,724,22.61,868,-8.01,709,17.91,399,-70.88,812
A189300,인텔리안테크,통신,통신장비,15.74,858,150.29,672,4.54,647,6.34,770,-568.02,709,132.03,676,-69.1,801
A206650,유바이오로직스,제약 및 바이오,바이오,15.68,859,-229.32,707,45.66,831,14.21,852,-112.47,709,-130.78,722,-63.36,744
A019990,에너토크,기계,기계,15.41,860,37.03,574,6.72,703,3.65,635,-138.39,709,164.22,685,-75.35,834
A383220,F&F,섬유 및 의류,의류,15.05,861,0,707,0,872,0,880,0,709,0,722,-62.88,742
A239890,피엔에이치테크,화학,종합 화학,14.25,862,-96.22,707,24.23,812,10.38,834,98.95,652,799.5,718,-67.1,782
A237690,에스티팜,제약 및 바이오,원료의약품,14.23,863,-86,707,15.16,789,6.86,786,-99,709,-123.52,722,-67.19,784
A054620,APS홀딩스,지주사,지주사,14.14,864,-40.44,707,11.03,752,1.79,375,84.12,643,-28.36,722,-87.35,871
A000650,천일고속,운송 및 물류,육상운송,13.56,865,32.55,551,4.05,629,3.43,611,-12.13,709,-11.32,722,-90.94,876
A327260,RF머트리얼즈,통신,통신장비,13.51,866,1892.49,702,7.02,708,3.78,644,-77.05,709,-60.44,722,-75.25,833
A352770,클리노믹스,제약 및 바이오,바이오,13.41,867,-22.73,707,20.24,804,5.12,726,-44.39,709,-48.19,722,-69.31,804
A334970,프레스티지바이오로직스,제약 및 바이오,바이오,13.23,868,-57.13,707,219.54,857,5.96,755,-156.33,709,-38.18,722,-68.43,793
A311690,천랩,의료기기 및 용품,의료서비스,12.93,869,-14.47,707,22.53,809,3.96,662,-8.92,709,-14.24,722,-72.94,821
A139670,키네마스터,IT서비스,소프트웨어,12.53,870,61.59,631,8.08,723,16.66,861,114.76,660,61.63,609,-78.66,848
A333620,엔시스,IT 장비 및 소재,2차전지,12.44,871,200.04,683,13.82,777,4.37,682,-216.3,709,68.62,623,-79.47,851
A005690,파미셀,제약 및 바이오,바이오,12.43,872,166.85,677,25.01,815,17.12,863,133.36,669,127.89,673,-71.05,814
A274090,켄코아에어로스페이스,기계,우주항공,12.4,873,-15.76,707,5.98,691,4.52,691,-78.87,709,-30.89,722,-78.56,844
A156100,엘앤케이바이오,의료기기 및 용품,의료용품,12.15,874,-78.03,707,14.59,784,7.82,805,25.84,488,-56.78,722,-79.18,850
A207940,삼성바이오로직스,제약 및 바이오,바이오,12.1,875,6707.23,704,46.32,833,12.11,843,231.4,691,185.35,692,-70.29,808
A300080,플리토,IT서비스,인터넷서비스,11.86,876,-32.25,707,14.69,786,5.62,747,-357.79,709,-25.63,722,-73.42,827
A228760,지노믹트리,의료기기 및 용품,의료용품,10.61,877,-21.8,707,187,856,2.77,521,-30.97,709,-21.64,722,-87.59,872
A229000,젠큐릭스,의료기기 및 용품,의료기기,10.4,878,-8.1,707,92.56,845,4.82,707,-1.56,709,-15.43,722,-78.62,846
A305090,마이크로디지탈,의료기기 및 용품,진단기기,8.97,879,-29.86,707,59.03,838,26.14,874,-60.28,709,-17.43,722,-77.46,841
A138610,나이벡,의료기기 및 용품,의료용품,8.3,880,-158.16,707,45.39,830,10.64,835,-70.25,709,-88.32,722,-82.33,859
A361670,삼영에스앤씨,전기 및 전자기기,전자기기,7.31,881,0,707,0,872,5.48,745,0,709,0,722,-97.08,882
A352480,씨앤씨인터내셔널,가정용품,화장품,7.27,882,0,707,0,872,6.62,779,0,709,0,722,-91.4,877
A363250,진시스템,의료기기 및 용품,의료용품,6.68,883,0,707,0,872,8.28,808,0,709,0,722,-96.1,881
