코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A290270,휴네시온,IT서비스,보안서비스,41.14,1578,661,1829,17.84,859,3.66,1456,1.25,1164,2.51,1245,138.87,1321,177.69,1278,-38.1,1572,-8.72,719,
A098460,고영,전기 및 전자기기,전자기기,41.13,1579,16717,150,50.03,1246,7.11,1699,42.62,1321,6.69,1843,38.36,1078,44.33,1044,-35.28,1507,-30.47,1042,
A028080,휴맥스홀딩스,가정용품,셋톱박스,41.12,1580,799,1729,177.54,1414,8.44,1739,0.45,968,0.65,154,-3.67,1418,-3.81,1369,-69.09,1930,9.69,483,
A214150,클래시스,의료기기 및 용품,의료기기,41.11,1581,11811,200,31.73,1113,13.85,1838,-1.91,1328,9.12,1921,30.88,1008,27.1,880,-11.68,1032,-56.16,1550,
A005390,신성통상,섬유 및 의류,의류,41.09,1582,5159,414,3.37,108,0.49,279,1.17,1157,2.03,1042,127.57,1311,13.71,549,-61.21,1879,-74.79,1847,
A008600,윌비스,섬유 및 의류,의류,41.08,1583,1713,1061,-35.66,1482,0.59,366,0.29,856,1.61,825,-56.13,1418,12.94,514,-75.63,1966,-38.59,1207,
A033130,디지틀조선,미디어 및 엔터,미디어,41.07,1584,1576,1137,31.23,1107,5.6,1619,-2.98,1328,2.02,1035,132.21,1316,588.06,1342,15.67,540,-74.48,1846,
A270870,뉴트리,식음료,식료품,41.03,1585,3449,581,207.7,1422,1.17,739,0.14,633,4.6,1688,9.99,367,8.14,278,-60.59,1875,-57.48,1573,
A046140,SBS콘텐츠허브,미디어 및 엔터,미디어,41.03,1585,1904,982,1137.63,1468,1.17,739,4.66,1275,1.23,583,25.63,913,29.27,915,-13.83,1081,-86.94,1978,
A090740,연이비앤티,디스플레이 장비 및 부품,디스플레이 부품,41.02,1587,914,1614,6.06,289,0.38,184,0,1328,3.7,1558,3.25,40,18.05,695,-69.51,1932,-54.79,1517,
A121850,코이즈,디스플레이 장비 및 부품,디스플레이 부품,40.99,1588,464,1945,-54.45,1482,2.29,1177,0.02,109,3.2,1450,-5,1418,-4.79,1369,-30.7,1411,-25.37,960,
A006280,녹십자,제약 및 바이오,제약,40.95,1589,39033,74,77.69,1330,3.46,1430,0.15,658,3.49,1514,66.1,1219,196.3,1290,-46.72,1704,-35.88,1148,
A009460,한창제지,종이 및 용기,종이,40.95,1589,1668,1089,9.53,512,0.97,624,0.3,867,1.72,878,11.73,473,8.9,324,-61.04,1876,-78.31,1892,
A001520,동양,건설 및 건축자재,시멘트 및 레미콘,40.93,1591,5132,415,21.17,939,0.82,532,0.11,541,0.65,154,30.22,996,-39.5,1369,-78.59,1982,-65.76,1728,
A214870,뉴지랩파마,전기 및 전자기기,보안장비,40.89,1592,3363,598,-96.25,1482,10.71,1789,0.3,867,5.1,1736,-18.39,1418,-14,1369,-33.26,1463,-15.68,813,
A067630,에이치엘비생명과학,제약 및 바이오,바이오,40.88,1593,9371,245,269.23,1434,22.09,1883,-0.39,1328,3.45,1506,-15.14,1418,-88.34,1369,-17.21,1157,-35.75,1145,
A115160,휴맥스,가정용품,셋톱박스,40.87,1594,1988,955,2.09,43,0.3,125,0.36,907,0.66,160,-3.17,1418,-6.82,1369,-87.12,2001,-63.86,1704,
A103840,우양,식음료,식료품,40.84,1595,843,1685,14.34,729,0.71,460,0.42,947,2.09,1071,-52.69,1418,490.12,1336,-52.15,1781,-30.29,1037,
A065060,지엔코,섬유 및 의류,의류,40.81,1596,900,1633,16.16,802,0.81,525,-0.17,1328,1.35,662,-10.42,1418,-15.27,1369,-28.83,1380,-49.45,1410,
A317330,덕산테코피아,반도체 관련장비 및 부품,반도체 부품,40.78,1597,4282,476,40.83,1195,4.15,1508,0.14,633,2.65,1284,19.41,764,19.01,724,-54.28,1810,-47.67,1367,
A025950,동신건설,건설 및 건축자재,중견건설사,40.71,1598,4553,454,-277.34,1482,11.07,1798,0.74,1077,5.42,1768,-219.74,1418,-245.84,1369,-20.84,1231,-29.33,1024,
A003410,쌍용C&E,건설 및 건축자재,시멘트 및 레미콘,40.71,1599,41266,68,10.63,569,3.06,1355,47.73,1323,2.49,1240,52.5,1165,31.5,944,-36.74,1538,-59.2,1618,
A225570,넷게임즈,미디어 및 엔터,게임,40.68,1600,3534,573,16.01,799,4.58,1556,-0.81,1328,5.06,1733,29.68,986,26.99,877,-28.27,1374,-48.34,1388,
A018680,서울제약,제약 및 바이오,제약,40.67,1601,730,1776,28.05,1064,2.27,1170,-1.21,1328,2.75,1313,-7.61,1418,-8.48,1369,-35.51,1513,-8.9,721,
A153460,네이블,IT서비스,보안서비스,40.65,1602,451,1954,-55.53,1482,7.08,1698,0.17,698,1.94,989,-9.15,1418,-8.77,1369,-19.02,1192,-26.97,987,
A013990,아가방컴퍼니,유아동산업,유아동산업,40.61,1603,2236,869,84.45,1345,1.45,884,-1.12,1328,1.73,888,-15.86,1418,-17.38,1369,-69.11,1931,-10.94,754,
A024900,덕양산업,자동차 및 관련부품,차량 내장재,40.59,1604,1332,1291,2.32,51,0.1,12,0.09,487,2.78,1323,16.22,663,43.13,1036,-61.9,1883,-77.61,1883,
A294140,레몬,화학,종합 화학,40.57,1605,3367,596,14.46,737,12.8,1823,2.05,1213,4.2,1644,1153.08,1407,375.78,1326,-37.12,1550,-23.03,923,
A036480,대성미생물,제약 및 바이오,동물용의약품,40.54,1606,802,1727,22.4,964,3.58,1444,-7.97,1328,2.23,1138,771.15,1403,-101.26,1369,-48.54,1734,2.89,533,
A104040,대성파인텍,자동차 및 관련부품,기타 자동차부품,40.53,1607,889,1643,34.91,1146,3.06,1355,-1.43,1328,1.65,848,122.79,1307,157.62,1264,-6.61,927,-53.72,1501,
A214260,라파스,가정용품,화장품,40.52,1608,2898,685,91.36,1358,21.09,1881,-5.74,1328,6.44,1831,107.97,1290,-214.35,1369,-28.93,1382,-12.37,763,
A010240,흥국,기계,중장비 및 관련품,40.51,1609,1590,1130,29.3,1082,1,644,0.14,633,2.06,1059,8.55,287,7.18,233,-89.41,2005,-63.57,1699,
A189980,흥국에프엔비,식음료,음료,40.46,1610,1497,1182,25.4,1020,2.75,1275,0.05,317,2.14,1089,24.25,896,82.98,1182,-33.96,1484,-58.27,1593,
A193250,와이제이엠게임즈,IT 장비 및 소재,스마트폰 부품,40.45,1611,1338,1283,50.09,1247,2.93,1326,0.02,109,2.14,1089,-23.38,1418,-44.42,1369,-53.01,1794,-27.21,991,
A037950,엘컴텍,IT 장비 및 소재,카메라모듈,40.42,1612,1313,1309,-79.85,1482,3.55,1439,0.23,786,2.17,1108,63.61,1209,-482.72,1369,-21.78,1248,-41.55,1252,
A238090,앤디포스,IT 장비 및 소재,스마트폰 부품,40.39,1613,2590,765,32.09,1119,3.66,1456,0.65,1046,1.93,984,70.77,1234,-64.75,1369,0,740,-100,2006,
A105550,트루윈,자동차 및 관련부품,전장부품,40.36,1614,1398,1247,426.15,1451,4.28,1525,0.06,373,2.72,1307,-14.42,1418,-46.23,1369,-8.37,969,-55.61,1540,
A112610,씨에스윈드,에너지,풍력,40.35,1615,31755,91,-73.29,1482,3.28,1393,0.23,786,3.52,1523,28.63,967,25.16,851,-35.46,1512,-55.21,1530,
A197140,디지캡,IT서비스,시스템서비스,40.34,1616,575,1887,19.47,897,1.89,1063,-0.57,1328,1.58,809,-46.82,1418,-109.73,1369,-16,1132,-47.04,1352,
A253840,수젠텍,의료기기 및 용품,진단기기,40.26,1617,3470,579,17.68,852,7.86,1722,0.04,265,5.04,1730,15.34,636,15.8,617,-41.24,1617,-61.81,1663,
A056090,유앤아이,의료기기 및 용품,의료기기,40.23,1618,473,1941,43.28,1212,1.41,866,-4.58,1328,1.6,821,-381.45,1418,-64.62,1369,-40.76,1610,-15.96,821,
A263700,케어랩스,의료기기 및 용품,의료정보,40.2,1619,1758,1037,17.38,845,2.02,1109,0.21,763,1.67,856,20.9,804,51.58,1087,-31.2,1422,-73.38,1830,
A213090,미래테크놀로지,IT서비스,보안서비스,40.17,1620,762,1754,33.8,1136,2.6,1246,0.01,1,1.17,544,5.75,144,21.95,790,-62.78,1893,-61.48,1657,
A035620,바른손이앤에이,미디어 및 엔터,게임,40.06,1621,1102,1461,25.37,1019,14.13,1842,0.05,317,1.49,747,-9.66,1418,-36.64,1369,-34.98,1500,-38.57,1206,
A053950,경남제약,제약 및 바이오,제약,40.04,1622,1355,1272,149.96,1401,2.04,1115,0.06,373,2.22,1129,11.88,479,52.44,1092,-70.25,1936,-38.74,1209,
A095700,제넥신,제약 및 바이오,바이오,40,1623,22395,124,-234.45,1482,16.98,1859,0.11,541,3.86,1590,26.27,925,42.73,1033,-24.11,1302,-59.13,1615,
A229000,젠큐릭스,의료기기 및 용품,의료기기,40,1624,1475,1192,-8.06,1482,81.94,1940,0,1328,4.8,1712,-1.56,1418,-19.11,1369,-11.78,1034,-23,921,
A048430,유라테크,자동차 및 관련부품,기타 자동차부품,39.91,1625,1521,1172,14.71,747,0.8,522,3.43,1249,1.33,643,26.06,921,40.28,1019,-52.27,1783,-57.19,1569,
A003090,대웅,제약 및 바이오,제약,39.85,1626,26862,110,22.6,971,1.93,1080,-2.65,1328,4.07,1623,212.52,1355,15.16,600,-58.6,1852,-40.71,1240,
A319400,현대무벡스,운송 및 물류,운송인프라,39.84,1627,5218,410,-156.34,1482,3.27,1390,0.06,373,4.68,1697,-38.14,1418,893.49,1348,-33.65,1472,-42.93,1270,
A317770,슈프리마아이디,IT 장비 및 소재,카메라모듈,39.84,1628,611,1863,15.36,771,4.78,1569,0,1328,1.49,747,16.44,668,16.79,651,-23.16,1278,-60.25,1638,
A350520,이지스레지던스리츠,일반서비스,부동산,39.83,1629,1046,1510,145.25,1398,28.12,1897,0,1328,0.98,401,29.48,981,29.58,922,-40.56,1608,-29.86,1029,
A065650,메디프론,제약 및 바이오,바이오,39.79,1630,1444,1212,-15.96,1482,3.46,1430,0.76,1082,3.36,1485,155.6,1336,121.96,1230,21.64,483,-77.62,1884,
A014910,성문전자,IT 장비 및 소재,콘덴서,39.76,1631,537,1909,108.66,1377,1.46,890,0,1328,2,1023,30.79,1007,36.28,993,-4.7,899,-64.38,1714,
A088130,동아엘텍,디스플레이 장비 및 부품,디스플레이 장비,39.74,1632,1328,1297,-16.06,1482,0.62,388,0.22,776,0.79,252,-35.32,1418,-14.35,1369,-33.22,1462,-62.12,1667,
A300080,플리토,IT서비스,인터넷서비스,39.74,1633,1243,1355,-36.38,1482,9.72,1762,-4.49,1328,6.34,1827,-403.57,1418,-293.16,1369,-35.24,1504,15.71,439,
A169330,엠브레인,IT서비스,시스템서비스,39.73,1634,787,1739,16.73,818,2.45,1214,-5.06,1328,3.17,1438,339.22,1386,152.52,1260,-41.03,1613,-13.92,783,
A038460,바이오스마트,IT서비스,전자결제,39.69,1635,1402,1244,-230.43,1482,0.79,514,-2.65,1328,1.45,727,236.82,1363,31.43,943,-18.92,1190,-66.12,1737,
A091990,셀트리온헬스케어,제약 및 바이오,바이오,39.69,1636,177930,18,-303.13,1482,12.48,1819,-2.41,1328,9.02,1920,141.17,1323,141.31,1251,-13.13,1066,-46.75,1348,
A236810,엔비티,미디어 및 엔터,광고,39.67,1637,2495,800,128.08,1389,3.6,1447,-2.07,1328,6.55,1835,-45.23,1418,104.83,1215,-25.05,1314,-28.08,1004,
A036090,위지트,디스플레이 장비 및 부품,디스플레이 부품,39.66,1638,1236,1360,46.12,1221,4.27,1523,0.16,679,1.33,643,32.15,1023,133.19,1243,-34.89,1498,-49,1401,
A006730,서부T&D,운송 및 물류,운송인프라,39.65,1639,5179,413,-69.39,1482,6.75,1686,5.41,1283,0.84,288,-15.15,1418,-372.05,1369,-22.01,1253,-57.14,1565,
A260660,알리코제약,제약 및 바이오,제약,39.65,1639,1602,1120,24.31,1000,1.28,809,-0.59,1328,2.03,1042,18.57,736,24.18,836,-29.83,1393,-68.73,1781,
A247660,나노씨엠에스,화학,종합 화학,39.64,1641,652,1836,49.52,1240,7.81,1719,0.01,1,2.4,1199,-8.37,1418,28.3,900,-37.54,1559,-35.43,1135,
A317850,대모,기계,기계,39.59,1642,509,1926,15.7,789,1.1,705,-0.27,1328,1.16,536,19.55,770,27.72,890,-36.87,1543,-58.98,1611,
A014970,삼륭물산,종이 및 용기,용기 및 포장재,39.52,1643,1287,1322,13.63,705,1.49,906,1.27,1167,2,1023,-152.49,1418,-105.15,1369,-77.29,1975,-19.52,863,
A241820,피씨엘,의료기기 및 용품,진단기기,39.45,1644,6215,345,-26.98,1482,13.14,1826,0.02,109,26.67,1995,-9.45,1418,75.1,1160,-23.66,1288,-49.56,1414,
A006370,대구백화점,유통,백화점,39.43,1645,1575,1139,-18.99,1482,1.79,1022,-0.29,1328,0.61,120,-6.45,1418,-9.39,1369,-31.38,1428,-50.26,1428,
A123840,한일진공,디스플레이 장비 및 부품,디스플레이 장비,39.42,1647,928,1600,-12.97,1482,8.89,1747,0.73,1072,0.68,174,-17.38,1418,-10.1,1369,-22.64,1266,-42.32,1263,
A208350,지란지교시큐리티,IT서비스,소프트웨어,39.42,1646,595,1877,22.58,970,1.36,846,-0.59,1328,1.38,684,-17,1418,-4.45,1369,-20.56,1223,-50.31,1429,
A347740,피엔케이피부임상연구센타,제약 및 바이오,바이오,39.41,1648,1752,1041,23.72,990,10.94,1794,14.67,1313,3.04,1400,22.01,836,23.84,829,-18.14,1174,-57.68,1575,
A023790,동일철강,철강 및 비철강,봉형강,39.36,1649,528,1914,-2.45,1482,1.45,884,-0.3,1328,0.93,365,-16.79,1418,17.19,667,-23.96,1297,-53.9,1505,
A043610,지니뮤직,미디어 및 엔터,미디어,39.36,1649,3958,516,91.75,1359,1.62,960,0.27,833,2.38,1185,26.93,937,23.63,825,-32.72,1451,-73.4,1832,
A277810,레인보우로보틱스,기계,기계,39.35,1651,3832,537,-245.4,1482,73.47,1937,0.01,1,11.47,1949,-16.84,1418,-78.59,1369,-49.39,1746,-17.47,845,
A084990,헬릭스미스,제약 및 바이오,바이오,39.33,1652,11359,204,-25.01,1482,730.01,1970,-1.96,1328,4.19,1641,-185.24,1418,-24.13,1369,25.31,456,-78.58,1897,
A308100,까스텔바작,섬유 및 의류,의류,39.32,1653,1079,1480,31.84,1115,2.12,1129,0.2,750,1.32,639,50.9,1157,57.89,1116,-72.66,1952,-32.42,1077,
A001420,태원물산,자동차 및 관련부품,엔진부품,39.3,1654,456,1949,-2432.83,1482,2.97,1335,-10.92,1328,1.47,740,-43.68,1418,-25.05,1369,-62.16,1886,22.77,400,
A352480,씨앤씨인터내셔널,가정용품,화장품,39.28,1655,3051,656,0,1482,0,1983,0,1328,7.55,1880,0,1418,0,1369,16.31,535,-58.02,1587,
A082800,비보존 헬스케어,전기 및 전자기기,LED,39.27,1656,2509,791,-145.19,1482,4.42,1543,-0.24,1328,1.92,983,-10.08,1418,-36.19,1369,-4.07,890,-60.11,1634,
A222080,씨아이에스,IT 장비 및 소재,2차전지,39.23,1657,6497,329,36.97,1164,72.45,1936,-5.52,1328,10.12,1936,-414.35,1418,-144.25,1369,-2.56,853,-53.02,1485,
A038870,에코바이오,유틸리티,전력,39.21,1658,1037,1517,25.52,1024,7.6,1714,3.66,1257,1.5,756,11.71,472,40.51,1022,-16.74,1149,-67.34,1764,
A024840,KBI메탈,전기 및 전자기기,케이블,39.14,1659,881,1650,-18.41,1482,0.14,22,-0.82,1328,0.96,382,-26.5,1418,4.89,117,-28.01,1369,-94.5,2004,
A101490,에스앤에스텍,디스플레이 장비 및 부품,디스플레이 부품,39.14,1659,6864,314,-600.71,1482,6.93,1692,-6.95,1328,4.13,1632,48.63,1145,55.59,1104,-48.1,1728,-20.52,879,
A035250,강원랜드,레저산업,카지노,39.13,1661,57443,51,-8.95,1482,14.74,1844,-0.48,1328,1.79,915,-35.12,1418,-24.09,1369,-22.78,1267,-50.64,1437,
A071850,캐스텍코리아,자동차 및 관련부품,기타 자동차부품,39.12,1662,862,1669,9.77,528,0.5,287,-2.57,1328,0.82,268,-234.24,1418,-513.1,1369,-36.19,1524,-63.26,1694,
A134580,디엠티,가정용품,셋톱박스,39.11,1663,373,1977,-6.51,1482,1.45,884,-0.2,1328,1.93,984,-10.64,1418,-7.79,1369,8.69,623,-66.27,1738,
A084680,이월드,레저산업,레저,39.09,1664,3854,534,62.7,1293,3.31,1399,-1.29,1328,1.08,480,-70.17,1418,-155.91,1369,-27.97,1367,-55.52,1536,
A293580,나우IB,금융,기타 금융,39.06,1665,1245,1354,-15.23,1482,10.31,1776,0,1328,1.62,830,19.11,753,15.9,625,-34.73,1496,-44.26,1300,
A027040,서울전자통신,IT 장비 및 소재,파워서플라이,39.05,1666,696,1800,-65.85,1482,1.26,797,1.02,1135,0.78,246,129.85,1313,223.08,1300,-15.2,1113,-64.22,1709,
A171010,램테크놀러지,반도체 관련장비 및 부품,반도체 부품,38.95,1667,812,1715,27.13,1051,1.83,1034,-0.74,1328,2.02,1035,22.51,856,19.9,747,-56.23,1831,-33.64,1102,
A001060,JW중외제약,제약 및 바이오,제약,38.79,1668,6537,325,15.15,764,1.15,733,0.16,679,3.2,1450,40.53,1095,17.45,674,-71.28,1942,-62.95,1686,
A018000,유니슨,에너지,풍력,38.75,1669,4815,435,-17.22,1482,2.79,1291,0.41,940,6.36,1828,-181.56,1418,59.44,1123,-4.5,896,-70.45,1803,
A033100,제룡전기,기계,전력기자재,38.71,1670,1144,1420,27.77,1060,2.89,1316,-2.46,1328,1.97,1006,205.76,1353,-88,1369,-3.71,884,-64.06,1706,
A095190,이엠코리아,기계,공작기계,38.69,1671,2218,873,39.52,1185,2.91,1320,0.18,711,2.46,1231,-80.36,1418,138.97,1248,-14.29,1089,-69.85,1792,
A085660,차바이오텍,제약 및 바이오,바이오,38.68,1672,15743,158,24.74,1009,2.34,1188,0.62,1034,4.32,1654,221.36,1360,78.83,1174,-52,1780,-40.58,1238,
A318000,한국바이오젠,화학,종합 화학,38.65,1673,720,1784,77.04,1328,2.93,1326,0.64,1044,2.54,1256,21.45,819,19.44,735,-16.93,1152,-59.93,1630,
A256940,케이피에스,디스플레이 장비 및 부품,디스플레이 부품,38.58,1674,3070,654,212.96,1428,171.32,1957,0.18,711,6.32,1825,-47.52,1418,-52.03,1369,-10.49,1009,-50.02,1422,
A119500,포메탈,자동차 및 관련부품,기타 자동차부품,38.57,1675,615,1862,24.91,1014,1.09,700,-0.75,1328,1.35,662,39.32,1085,40.25,1018,-20.69,1227,-67.6,1769,
A039980,리노스,섬유 및 의류,의류,38.54,1676,715,1787,-53.16,1482,1.14,729,0.31,876,1.02,430,35.75,1053,25.83,860,-23.71,1291,-75.84,1858,
A002230,피에스텍,전기 및 전자기기,계측기,38.54,1677,1125,1435,26.62,1041,2.72,1270,0.12,572,0.83,280,19.49,766,-162.57,1369,-34.1,1489,-72.31,1822,
A012160,영흥,철강 및 비철강,선재(와이어),38.5,1678,1278,1329,-8.3,1482,0.29,116,0.07,416,0.87,321,-11.18,1418,-10.85,1369,-83.14,1995,-49.54,1413,
A068240,다원시스,기계,전력기자재,38.4,1679,6155,352,-128.04,1482,2.13,1131,-4.12,1328,2.76,1316,43.64,1115,50.57,1080,-33.52,1469,-53.5,1496,
A086980,쇼박스,미디어 및 엔터,영화,38.35,1680,2867,696,-10.59,1482,23.58,1887,1.87,1201,2.14,1089,-217.86,1418,-86.56,1369,-1.72,841,-62.8,1682,
A090150,광진윈텍,자동차 및 관련부품,차량 시트,38.35,1681,868,1661,14.44,735,0.94,607,0.14,633,2.01,1030,12.36,501,17.73,682,-44.51,1673,-82.91,1948,
A275630,에스에스알,IT서비스,보안서비스,38.29,1682,423,1964,20.74,932,4.57,1555,-2.55,1328,1.79,915,-229.89,1418,-84.6,1369,-6.24,920,-53.47,1495,
A066310,큐에스아이,IT 장비 및 소재,IT 소재 및 부품,38.22,1683,1341,1281,14.92,761,4.39,1539,0.89,1112,2.43,1209,39.91,1089,47.09,1058,-32.47,1445,-51.23,1453,
A009300,삼아제약,제약 및 바이오,제약,38.21,1684,1061,1499,10.43,561,2.59,1243,0.47,977,0.64,147,-62.12,1418,-64.38,1369,-30.44,1404,-68.04,1773,
A009520,포스코엠텍,철강 및 비철강,철강소재,38.14,1687,3835,536,66.46,1302,1.36,846,-1.28,1328,3.97,1610,42.22,1104,35.14,981,-32.78,1455,-56.75,1564,
A074610,이엔플러스,기계,중장비 및 관련품,38.14,1685,2224,870,-26.47,1482,44.06,1920,0.03,190,3.2,1450,-10.79,1418,-23.2,1369,-39.92,1601,-33.09,1087,
A264850,이랜시스,IT 장비 및 소재,전자부품,38.14,1685,1019,1533,23.73,991,1.46,890,0.25,805,3.43,1499,15.01,620,15.3,606,-33.44,1467,-70.82,1806,
A005320,국동,섬유 및 의류,의류,38.11,1688,1969,962,34.82,1145,1.14,729,-5.62,1328,2.22,1129,-29.21,1418,-16.33,1369,-77.47,1977,-22.96,920,
A002760,보락,식음료,식료품,38.03,1689,1396,1249,47.81,1231,4.17,1509,67.53,1324,3.19,1444,256.62,1369,286.07,1314,-4.11,891,-56.51,1559,
A072130,유엔젤,IT서비스,시스템서비스,38.01,1690,629,1853,37.81,1172,2.48,1224,-0.27,1328,1.76,900,-15.37,1418,-37.89,1369,-73.65,1957,0.97,553,
A001140,국보,운송 및 물류,육상운송,37.96,1691,827,1699,-7.36,1482,1,644,-0.51,1328,2.63,1281,-4.97,1418,-7.07,1369,-41.73,1626,-21.84,903,
A070960,용평리조트,레저산업,여행,37.94,1692,2864,697,8.31,441,2.57,1239,-0.94,1328,0.76,232,-27.94,1418,-33.29,1369,-43.59,1656,-64.12,1707,
A144620,코오롱머티리얼,섬유 및 의류,섬유,37.91,1693,2049,924,-18.93,1482,2.45,1214,2.25,1222,3.7,1558,-25.42,1418,-18.45,1369,-26.84,1348,-38.21,1196,
A189300,인텔리안테크,통신,통신장비,37.86,1695,5538,386,170.38,1409,6.19,1658,-7.37,1328,7.18,1867,-643.95,1418,-59.14,1369,-24.11,1302,-36.96,1164,
A002720,국제약품,제약 및 바이오,제약,37.86,1694,1504,1180,-193.59,1482,1.37,851,-0.53,1328,2.11,1079,44.08,1118,32.14,952,-50.62,1762,-37.76,1185,
A015020,이스타코,미디어 및 엔터,미디어,37.77,1696,2815,712,-167.93,1482,48.43,1924,4.05,1267,5.78,1798,-596.4,1418,4139.71,1366,-54.16,1808,9.13,488,
A307750,국전약품,제약 및 바이오,제약,37.77,1696,2337,840,-42.64,1482,3.22,1382,-2.19,1328,7,1859,49.77,1150,33.83,969,-66.43,1911,-7.19,704,
A109860,동일금속,기계,중장비 및 관련품,37.69,1698,1068,1490,14.72,749,1.91,1071,0.05,317,0.83,280,11.01,428,75.64,1163,-58.46,1850,-82.41,1942,
A314130,지놈앤컴퍼니,제약 및 바이오,바이오,37.69,1699,5446,389,-70.43,1482,965.6,1975,0,1328,5.13,1741,-18.63,1418,-16.96,1369,-36.03,1520,-20.13,871,
A016600,큐캐피탈,금융,기타 금융,37.69,1699,1067,1491,14.7,746,12.65,1822,-1.85,1328,0.83,280,-156.91,1418,-115.98,1369,-18.42,1178,-59.9,1629,
A080010,이상네트웍스,유통,전자상거래,37.59,1701,760,1757,33.81,1137,1.76,1014,0.31,876,0.76,232,40.95,1099,23.34,820,-41.21,1616,-63.87,1705,
A352820,하이브,미디어 및 엔터,미디어,37.51,1702,117960,28,184.07,1415,16.54,1855,9.58,1305,9.74,1929,172.41,1342,129.51,1238,-55.09,1817,-13.99,785,
A219130,타이거일렉,반도체 관련장비 및 부품,반도체장비,37.51,1703,931,1596,9.87,532,2.15,1137,-0.63,1328,1.9,974,36.94,1062,172.41,1275,-31.61,1431,-57.51,1574,
A011700,한신기계,기계,기계,37.41,1704,913,1615,17.61,850,1.84,1039,-3.88,1328,1.11,503,29.08,973,22.87,810,-32.51,1447,-73.22,1828,
A000850,화천기공,기계,공작기계,37.4,1705,868,1661,8.2,432,0.5,287,-0.63,1328,0.29,9,55.36,1182,-82.2,1369,-55.09,1817,-66.39,1742,
A054300,팬스타엔터프라이즈,기계,기계,37.4,1705,522,1920,17.77,855,1.48,902,-2.5,1328,1.43,717,-129.21,1418,-67.27,1369,-2.07,847,-85.42,1965,
A004720,팜젠사이언스,제약 및 바이오,제약,37.31,1707,1795,1023,55.73,1270,1.87,1053,0,1328,1.67,856,2.01,13,-32.24,1369,-45.47,1690,-61.77,1662,
A189330,씨이랩,IT서비스,시스템서비스,37.17,1708,1462,1201,317.17,1440,95.43,1946,0,1328,5.9,1802,-43.46,1418,-32.9,1369,-11.31,1022,-35.74,1144,
A024810,이화전기,기계,전력기자재,37.15,1709,1999,946,-141,1482,5.67,1625,1.65,1195,1.05,454,194.46,1350,-41.17,1369,-69.76,1934,-23.23,928,
A129890,앱코,가정용품,가전제품,37.13,1710,2331,843,-15.63,1482,1.37,851,-2.45,1328,2.81,1336,18.13,718,15.67,616,-36.32,1531,-66.7,1748,
A005870,휴니드,기계,방위산업,37.12,1711,1170,1401,4.53,171,1.45,884,2.47,1228,0.98,401,328.65,1385,-13.89,1369,-35.58,1514,-77.44,1878,
A006910,보성파워텍,기계,전력기자재,37,1712,2614,757,98.73,1371,4.02,1497,0.43,954,3.24,1461,-65.61,1418,-396.06,1369,-33.16,1460,-43.39,1279,
A205470,휴마시스,의료기기 및 용품,의료기기,36.98,1713,6143,353,23.45,986,7.57,1713,0,1328,10.45,1940,15.26,632,12.89,512,-57.66,1844,-46.95,1351,
A124500,아이티센,IT서비스,시스템서비스,36.92,1714,1234,1361,-18.26,1482,0.04,1,-0.51,1328,2.23,1138,-28.51,1418,-101.48,1369,-10.03,1004,-88.3,1985,
A303030,지니틱스,반도체 관련장비 및 부품,반도체 부품,36.9,1715,1281,1326,39.79,1188,3.76,1468,-1.34,1328,4.15,1637,46.08,1133,66.86,1147,-22.05,1254,-47.29,1360,
A033830,티비씨,미디어 및 엔터,미디어,36.89,1716,1545,1164,24.78,1010,5.19,1598,0.31,876,1.37,674,76.03,1247,132.28,1240,-23.22,1280,-70.84,1807,
A054950,제이브이엠,의료기기 및 용품,의료기기,36.82,1717,2176,886,11.04,594,2.28,1174,-0.56,1328,1.59,813,29.42,980,33.48,966,-76.65,1972,-52.29,1477,
A256150,한독크린텍,가정용품,가전제품,36.8,1718,1318,1304,19.53,901,2.71,1268,-0.78,1328,3.18,1441,29.66,985,29.71,923,-36.8,1541,-50.7,1440,
A290520,신도기연,디스플레이 장비 및 부품,디스플레이 부품,36.79,1720,1463,1198,197.99,1421,2.83,1303,-0.46,1328,2.22,1129,15.57,644,105.4,1216,-47.95,1725,-39.91,1227,
A011420,갤럭시아에스엠,미디어 및 엔터,매니지먼트,36.79,1719,610,1865,12.41,664,4.21,1515,-2.48,1328,2.98,1381,-108.16,1418,-217.86,1369,-21.47,1243,-43.16,1275,
A060240,룽투코리아,미디어 및 엔터,게임,36.79,1720,1798,1021,376.93,1448,4.21,1515,0.1,516,2.39,1195,-28.09,1418,-161.69,1369,-74.68,1963,-22.21,908,
A008970,동양철관,철강 및 비철강,강관,36.77,1722,1997,949,16.92,825,1,644,-1.03,1328,2.26,1148,65.69,1218,71.63,1153,-25.05,1314,-85.28,1964,
