코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,1개월 등락률 (%),높은순서  (비중 5),3개월 등락률 (%),높은순서  (비중 5),6개월 등락률 (%),높은순서  (비중 5),9개월 등락률 (%),높은순서  (비중 5),1년 등락률 (%),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),과거 PFCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),과거 EV/EBITDA (%),낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),
A005880,대한해운,운송 및 물류,해상운송,80.81,118,88.7,18,87.5,52,62.2,259,77,342,37.9,617,3.09,216,-2.33,1319,0.8,844,0.86,667,200.88,1388,11.46,828,5.7,225,
A210980,SK디앤디,일반서비스,부동산,80.72,119,10.6,889,12.3,733,67.8,233,66.2,422,51.9,484,3.94,304,5.71,304,1,1002,1.57,1178,8.22,417,9.07,662,4.8,169,
A103590,일진전기,전기 및 전자기기,케이블,80.59,120,20.6,368,24.3,389,12.7,944,23.3,995,6,1151,1.86,90,2.13,60,0.17,117,0.39,138,69.57,1259,10.37,751,11.16,566,
A032560,황금에스티,철강 및 비철강,스테인리스,80.54,121,14,669,1.4,1256,12.6,946,16.3,1178,6.7,1130,2.59,161,4.74,239,0.43,468,0.4,151,7.65,373,2.21,71,5.28,199,
A002900,동양물산,기계,농업용기계,80.53,122,20.4,378,36.8,233,59.1,284,75.7,351,83.7,306,12.03,864,37.81,1011,0.3,306,1.73,1278,13.7,691,11.18,810,7.14,333,
A045100,한양이엔지,반도체 관련장비 및 부품,클린룸,80.51,123,21.5,343,31,295,22.6,693,36.7,738,24.9,781,-20.88,1606,-11.68,1319,0.3,306,0.65,443,2.72,54,3.04,125,4.44,145,
A023810,인팩,자동차 및 관련부품,기타 자동차부품,80.49,124,8.2,1109,12.8,711,28.1,591,35.2,754,29.6,713,5.36,450,-3.11,1319,0.14,83,0.53,301,3.55,99,6.24,413,6.82,311,
A002880,대유에이텍,자동차 및 관련부품,차량 시트,80.43,125,13,724,33.7,263,22.1,708,5.6,1444,3.4,1214,2.32,131,-32.76,1319,0.07,13,0.85,658,2.42,38,5.55,332,1.87,25,
A114810,아이원스,IT 장비 및 소재,IT 소재 및 부품,80.34,126,17.1,504,9.6,839,34.1,513,60.7,470,88.6,279,4.6,381,5.14,266,0.83,864,0.97,774,7.94,393,14.93,977,12.34,632,
A031510,오스템,자동차 및 관련부품,차체부품,80.25,127,8.1,1120,25.7,362,67.2,237,69.1,397,54.9,460,2.59,161,2.9,105,0.66,706,0.75,563,5.16,192,20.98,1153,-38.95,1458,
A011500,한농화성,화학,계면활성제,80.24,128,7,1230,26,355,73.7,206,78.2,337,86,292,7.81,622,7.82,424,0.62,672,1.03,818,18.05,827,9.11,667,9.34,467,
A083930,아바코,디스플레이 장비 및 부품,디스플레이 장비,80.2,129,5.6,1372,22.2,425,19.9,762,62.1,457,69.6,371,8.09,640,8.16,441,0.74,791,1.05,848,5.41,210,5.75,352,6.1,257,
A155660,DSR,철강 및 비철강,스테인리스,80.17,130,3,1634,39.5,205,27.8,594,46.9,600,30.1,709,5.2,434,12.71,624,0.39,417,0.55,329,11.63,607,6.38,430,7.36,350,
A055490,테이팩스,화학,기타 화학,80.11,131,28.1,213,36.7,235,95.2,134,101.6,229,72.4,361,10.41,775,10.88,556,1.51,1257,1.55,1168,9.84,511,11.59,834,13.19,676,
A040160,누리텔레콤,유틸리티,스마트그리드,80.08,132,12.7,740,30.3,303,12.5,949,54.4,519,52.7,476,5.38,453,6.18,335,0.71,763,1.32,1030,10.73,560,7.26,509,6.99,320,
A001390,KG케미칼,화학,비료 및 농약,80.03,133,10.2,920,-9.9,1898,42.2,411,67.1,413,75.9,347,2.65,173,7.03,384,0.07,13,0.72,533,-5.36,1460,6.23,412,1.19,6,
A079370,제우스,반도체 관련장비 및 부품,반도체장비,80.01,134,39.7,110,78,67,121.1,90,110.7,203,130.4,149,15.66,1014,-320,1319,0.74,791,1.08,874,13.93,700,14.16,944,14.14,714,
A086280,현대글로비스,운송 및 물류,육상운송,79.95,135,6.3,1303,25.4,366,41.3,422,45.3,621,20.3,853,4.27,343,4.78,241,0.41,443,1.35,1052,10.29,535,5.66,346,9.33,465,
A090150,광진윈텍,자동차 및 관련부품,차량 시트,79.94,136,26,250,25.8,359,17.9,802,22.1,1020,13,988,6,499,8.22,443,0.39,417,0.78,589,4.83,172,12.62,883,11.23,570,
A008260,NI스틸,철강 및 비철강,제강,79.93,137,10.2,920,10.2,826,11.5,978,32.2,813,12,1019,2.24,123,2.23,64,0.38,406,0.6,393,6.41,281,14.99,982,5.16,188,
A000070,삼양홀딩스,지주사,지주사,79.89,140,8.9,1047,0.1,1342,14.2,906,38.2,709,0.7,1298,2.69,175,8.18,442,0.24,222,0.39,138,5.55,213,5.51,325,5.12,187,
A066900,디에이피,IT 장비 및 소재,PCB,79.89,138,15,605,32.8,271,58.9,285,48.1,589,25.9,760,3.62,272,3.61,150,0.35,369,0.97,774,7.07,328,0,1661,22,939,
A139130,DGB금융지주,지주사,지주사,79.89,138,18.1,452,36.2,241,23.5,671,34.9,759,2.7,1236,-0.48,1606,-0.47,1319,0.43,468,0.25,31,3.39,89,2.3,79,2.71,52,
A043260,성호전자,IT 장비 및 소재,파워서플라이,79.83,141,78.7,24,107.2,34,172.5,47,136.2,137,113.5,189,8.21,651,12.4,611,0.85,883,1.65,1233,4.49,153,170.33,1598,-33.72,1458,
A044450,KSS해운,운송 및 물류,해상운송,79.8,142,11.8,807,25.8,359,32.8,527,35.2,754,36.5,628,3.03,210,27.09,921,1.03,1015,0.8,604,7.33,348,9.62,701,4.55,151,
A003780,진양산업,화학,폴리우레탄,79.74,143,14.8,615,23.6,404,31.8,539,25.6,936,15.6,942,6.11,508,6.89,374,0.98,989,1.34,1045,5.07,180,4.72,246,6.18,263,
A183190,아세아시멘트,건설 및 건축자재,시멘트 및 레미콘,79.74,144,18.2,446,18.4,533,4.6,1187,4.1,1492,-13.3,1773,2.6,166,3.99,177,0.32,328,0.32,82,8.15,412,5.84,361,3.39,85,
A152330,코리아오토글라스,자동차 및 관련부품,기타 자동차부품,79.69,145,17.8,466,13.7,683,17.8,804,24.4,970,4.1,1192,5.83,485,5.82,308,0.75,799,0.88,688,5.3,205,4.35,219,5.84,234,
A036640,HRS,화학,기타 화학,79.67,146,11.8,807,6.1,974,1.9,1267,82.5,314,58.1,438,4.21,335,4.27,199,1,1002,0.83,637,6.24,273,6.63,456,7.47,356,
A005950,이수화학,화학,종합 화학,79.64,147,33.2,157,58.2,119,52.8,325,89.3,285,50.6,498,45.42,1385,-10.06,1319,0.24,222,1.02,811,5.07,180,19.01,1106,12.81,660,
A016610,DB금융투자,금융,증권,79.6,148,20.7,363,24.4,384,24.4,658,32.4,808,8,1101,-0.56,1606,-0.55,1319,0.61,657,0.26,36,1.7,21,2.63,94,2.14,29,
A005160,동국산업,철강 및 비철강,강판,79.59,149,6,1336,3.6,1103,36.3,479,52.4,541,36.5,628,3.44,252,3.74,159,0.33,342,0.5,264,-2188.64,1460,3.03,122,8.23,393,
A019770,서연탑메탈,자동차 및 관련부품,기타 자동차부품,79.47,150,61.4,58,151.7,15,278.4,13,258.9,42,263.8,46,20.1,1125,21.57,856,0.68,731,1.62,1212,-416.67,1460,10.64,767,15.94,783,
A038110,에코플라스틱,자동차 및 관련부품,차량 내장재,79.46,151,9.8,962,11.2,786,18.8,782,20.1,1075,14.5,961,0.9,22,4.49,215,0.04,2,0.43,190,9.49,484,4.6,236,222.5,1396,
A011780,금호석유,화학,합성고무,79.42,152,4.5,1486,39.7,204,81.9,170,133.6,145,87.6,286,9.19,705,13.37,651,0.91,941,1.45,1105,7.24,339,9.11,667,8.74,421,
A042370,비츠로테크,기계,전력기자재,79.35,153,17.2,500,-6,1750,30.8,554,44.9,623,45.9,543,4.91,408,6.79,370,0.63,682,1.16,940,8.57,438,3.14,133,5.27,198,
A006580,대양제지,종이 및 용기,종이,79.34,154,24.2,282,6,979,9.9,1027,7.7,1390,4.3,1187,2.8,188,20.05,831,0.36,380,0.59,379,6.03,252,3.07,128,3.99,117,
A003010,혜인,기계,중장비 및 관련품,79.29,155,8.2,1109,12.4,727,-5.2,1703,38.6,702,22.2,824,1.64,71,1.65,41,0.33,342,0.67,469,5.3,205,7.72,552,8.51,409,
A066620,국보디자인,건설 및 건축자재,중견건설사,79.26,156,20.3,382,12.9,707,16.5,846,23.1,1000,7.3,1114,4.45,364,4.48,213,0.47,509,1.03,818,16.79,795,0.8,22,8.21,392,
A017480,삼현철강,철강 및 비철강,강판,79.09,157,8.3,1100,7.6,906,9.3,1050,12.4,1265,0.5,1301,2.99,205,2.99,113,0.28,274,0.42,177,6.97,321,1.3,38,9.19,453,
A014280,금강공업,건설 및 건축자재,거푸집,79.09,158,3.4,1597,22.7,413,19.4,770,46.1,610,13.8,979,2.17,112,8.12,438,0.23,208,0.41,164,2.2,32,6.3,423,-48.38,1458,
A016250,이테크건설,건설 및 건축자재,중견건설사,79.04,159,0,1856,5,1033,27.5,602,96.1,248,53.5,469,1.29,45,2.76,95,0.22,192,0.96,760,108.59,1325,7.01,482,3.82,108,
A200880,서연이화,자동차 및 관련부품,차량 시트,78.95,160,12.1,786,16,604,31.6,546,21.7,1033,2.5,1240,1.03,33,-0.77,1319,0.07,13,0.22,21,14.01,705,8.67,636,6.61,303,
A006890,태경케미컬,화학,기타 화학,78.95,160,101.3,10,66.5,95,139.1,65,215.9,63,214,70,5.04,417,5.65,299,3.93,1771,1.53,1160,28.4,1019,22.33,1194,31.33,1076,
A001500,현대차증권,금융,증권,78.87,162,15,605,18.3,536,31.3,548,47.1,598,23.4,804,-0.32,1606,-0.31,1319,0.9,931,0.34,95,2.22,33,3.21,139,2.59,44,
A015750,성우하이텍,자동차 및 관련부품,차체부품,78.86,163,11.6,819,27.8,329,18.9,779,26,920,11.6,1026,1.16,40,3.17,119,0.11,50,0.31,75,-16.75,1460,5.56,334,87.89,1309,
A006740,영풍제지,종이 및 용기,종이,78.82,164,78.9,23,71.3,81,83,165,95.6,249,112.2,196,9.82,744,-3.99,1319,1.48,1250,1.12,908,39.53,1137,7.37,522,13.24,677,
A054040,한국컴퓨터,디스플레이 장비 및 부품,디스플레이 부품,78.81,165,17.3,495,44.2,178,27.7,599,20.9,1057,6.4,1139,3.86,295,5.44,288,0.54,582,0.55,329,16.7,788,3.01,120,255.5,1404,
A011200,HMM,운송 및 물류,해상운송,78.78,166,48.8,81,116.4,25,146.8,60,302.1,33,272.9,41,6.61,545,-4.27,1319,0.76,807,2.49,1588,44.32,1165,16.25,1028,11.5,588,
A058430,포스코강판,철강 및 비철강,강판,78.61,167,8.7,1063,26.2,349,-0.9,1533,19.5,1097,-11.3,1738,2.63,171,3.91,172,0.1,39,0.42,177,5.73,232,6.24,413,7.22,339,
A000500,가온전선,전기 및 전자기기,케이블,78.6,168,9.3,1007,10.3,819,26.6,615,23.1,1000,4.7,1178,3.98,313,6.3,340,0.11,50,0.36,112,24.2,945,8.52,620,7.11,327,
A006110,삼아알미늄,철강 및 비철강,알루미늄,78.58,169,14.5,628,51.7,149,111.5,106,118,181,115.9,182,9.66,737,-11.03,1319,0.51,550,0.88,688,46.77,1189,11.23,811,16.18,791,
A066570,LG전자,전기 및 전자기기,전자기기,78.56,170,1.8,1731,-1.2,1520,35.7,488,42.3,658,21.6,837,3.5,258,6.22,336,0.23,208,0.88,688,5.59,220,3.92,192,5.29,200,
A160980,싸이맥스,반도체 관련장비 및 부품,반도체장비,78.56,170,22.8,313,16.5,586,18.2,792,52.9,536,63.6,400,9.91,750,14.24,672,1.06,1041,1.42,1094,5.87,245,7.51,537,7.75,370,
A041930,동아화성,자동차 및 관련부품,기타 자동차부품,78.51,172,4.5,1486,30.4,301,98.1,125,139.7,131,128,155,6.61,545,12.38,610,0.63,682,1.54,1165,12.6,644,11.29,817,13.49,686,
A046110,한일네트웍스,IT서비스,시스템서비스,78.49,173,12.2,781,4.2,1067,6.6,1131,14.6,1213,8.3,1095,1.52,58,1.88,52,0.5,538,0.87,680,7.97,396,2.34,80,6.14,261,
A011170,롯데케미칼,화학,종합 화학,78.49,174,21,352,56.2,123,46.1,375,52.8,537,28.8,728,7.31,598,18.52,796,0.76,807,0.73,544,17.17,810,7.96,572,34.15,1111,
A004690,삼천리,유틸리티,도시가스,78.48,175,10.1,930,14.8,643,21.7,719,7.1,1403,-1.8,1492,1.55,62,4.84,244,0.1,39,0.26,36,-8.65,1460,3.59,167,4.67,160,
A204320,만도,자동차 및 관련부품,전장부품,78.4,176,35.9,135,52.3,145,73.8,205,63,450,38.2,613,9.09,699,30.99,953,0.42,457,1.58,1183,15.44,750,9.73,708,31.37,1077,
A101160,월덱스,반도체 관련장비 및 부품,반도체 부품,78.37,177,15,605,13.8,678,66.5,241,108.8,208,135.4,142,8.28,656,10.2,519,1.79,1367,2.31,1518,10.02,522,7.6,541,8,385,
A267260,현대일렉트릭,기계,기계,78.22,178,8,1128,32.2,275,75.5,196,82,318,89.3,274,3.9,301,6.75,369,0.31,318,0.86,667,22.44,919,49.9,1440,49.08,1215,
A001460,BYC,섬유 및 의류,의류,78.14,179,21,352,20.8,462,38.1,455,41.8,661,21.8,830,14.23,958,17.13,766,1.1,1064,0.41,164,19.82,866,6.83,472,8.15,391,
A264660,씨앤지하이테크,반도체 관련장비 및 부품,반도체장비,78.11,180,43,95,35.9,244,42.2,411,67.6,408,58.5,434,-158.52,1606,-172.33,1319,0.94,963,1.44,1102,5.72,231,3.1,130,10.14,505,
A001250,GS글로벌,일반서비스,무역,78.1,181,14.7,621,12.7,717,0.5,1321,10.1,1321,-14.9,1823,2.27,128,2.88,104,0.05,5,0.42,177,15.17,741,6.42,435,2.95,58,
A094820,일진파워,기계,플랜트설비,78.04,182,7.8,1145,5,1033,14.8,893,25.3,945,1.3,1281,3.1,218,3.6,148,0.48,517,0.84,648,6.94,318,2.83,107,5.48,211,
A008250,이건산업,건설 및 건축자재,목재,78.02,183,15.8,562,16.4,590,18.8,782,75.1,356,26.7,754,13.58,939,44.3,1058,0.37,393,0.55,329,9.06,465,10.69,773,9.35,468,
A090350,노루페인트,건설 및 건축자재,페인트,77.97,184,11,861,9.4,845,1.2,1294,16.2,1184,-4.7,1564,3.4,248,5.66,302,0.25,238,0.46,222,4.84,173,5.59,338,5.56,213,
A023410,유진기업,건설 및 건축자재,시멘트 및 레미콘,77.94,185,7.5,1172,12.9,707,5.7,1155,16.2,1184,-5.7,1589,4.43,361,5.03,259,0.25,238,0.43,190,6.15,263,5.53,329,2.51,42,
A038010,제일테크노스,건설 및 건축자재,거푸집,77.94,186,18.2,446,37,230,70.2,218,79.8,329,55.5,454,6.56,539,6.57,358,0.45,489,0.79,600,-23.45,1460,13.4,909,-45.46,1458,
A071840,롯데하이마트,유통,유통,77.89,187,2.8,1646,2.8,1156,6.4,1136,49.8,569,0.6,1299,2.85,192,2.85,101,0.18,126,0.38,126,4.55,157,11.31,819,4.92,176,
A084730,팅크웨어,자동차 및 관련부품,전장부품,77.88,188,12.7,740,12.8,711,44,396,57.2,491,46,542,20.96,1139,47.61,1075,0.58,626,0.72,533,8.85,454,5.26,301,10.05,498,
A000140,하이트진로홀딩스,지주사,지주사,77.8,189,8.2,1109,-11.2,1930,-7.9,1786,38.6,702,23,814,0.4,3,0.49,3,0.16,108,0.77,580,6.17,265,4.08,202,1.68,23,
A005820,원림,종이 및 용기,용기 및 포장재,77.74,190,6.1,1322,10.8,807,20.5,746,13,1245,15.3,950,5.93,494,8.28,444,0.63,682,0.42,177,0.69,5,4.92,270,8.28,399,
A009290,광동제약,제약 및 바이오,제약,77.68,191,13.4,703,0,1345,31.4,547,78.8,331,51.2,490,10.6,783,12.5,620,0.43,468,1.12,908,4.42,149,8.27,597,12.02,615,
A006800,미래에셋대우,금융,증권,77.64,192,13.3,712,-3,1619,36.2,482,49.8,569,30.2,708,6.12,509,6.5,353,1.45,1234,0.63,419,6.7,300,5.99,385,6.29,276,
A078020,이베스트투자증권,금융,증권,77.6,193,20.1,388,25.4,366,30.4,562,46.3,607,18,901,-0.7,1606,-0.7,1319,1.32,1185,0.55,329,2.14,31,4.35,219,3.02,62,
A036890,진성티이씨,기계,중장비 및 관련품,77.58,194,4.4,1495,41.2,195,54.9,311,89.6,280,51.1,492,6.04,504,7.01,383,0.78,830,1.57,1178,17.76,821,7.97,574,10.25,518,
A222800,심텍,IT 장비 및 소재,PCB,77.57,195,18.1,452,4.7,1044,62.4,258,99.2,239,108.1,212,10.99,813,-26.86,1319,0.52,564,2.35,1535,6.97,321,6.78,469,7.47,356,
A030210,KTB투자증권,금융,증권,77.45,196,21.5,343,13,703,16.9,830,48.4,587,33,676,-0.4,1606,-0.4,1319,0.73,782,0.34,95,1.7,21,7.12,492,4.66,159,
A000180,성창기업지주,지주사,지주사,77.37,197,20.6,368,24.3,389,32.9,525,49.6,571,23.9,794,7.25,593,11.36,573,0.86,894,0.27,47,17.7,819,16.59,1039,26.58,1019,
A042110,에스씨디,가정용품,가전제품,77.36,198,92.8,15,85.6,56,51.1,333,71.2,385,59.6,426,29.73,1267,74.15,1151,0.53,573,0.95,747,12.6,644,11.89,848,43.82,1190,
A029460,케이씨,반도체 관련장비 및 부품,반도체장비,77.34,199,5.1,1420,21.5,443,32.4,533,75.4,354,83.1,309,83.12,1480,-45.61,1319,0.66,706,0.65,443,8.36,425,2.27,75,4.28,133,
A122450,KMH,레저산업,레저,77.32,200,1,1781,153.6,14,251,19,356.2,21,375.7,22,7.27,596,10.91,560,1.77,1360,2.41,1559,16.32,772,7.73,555,8.07,386,
A129260,인터지스,운송 및 물류,운송인프라,77.18,201,26.9,233,2.1,1210,68.6,226,64.3,441,28.9,726,4.71,394,6.64,364,0.19,136,0.48,244,91,1301,14.31,947,-290,1458,
A038390,레드캡투어,레저산업,여행,77.12,202,17.7,473,45.5,173,47.5,358,54.6,515,32.2,683,196.41,1550,257.14,1274,0.77,816,1.08,874,11.33,593,2.8,106,6.34,280,
A241520,DSC인베스트먼트,금융,기타 금융,77.08,203,14.7,621,26.2,349,54,315,74.3,361,57.7,440,12.01,863,12.05,596,3.63,1730,2.07,1444,5.15,189,8.01,577,5.65,220,
A009830,한화솔루션,에너지,태양광,76.99,204,9.3,1007,20.7,466,182.5,42,166,100,161.6,113,8.28,656,-44.23,1319,0.84,874,1.24,987,10.01,521,12.64,888,14.98,753,
A025000,KPX케미칼,화학,기타 화학,76.97,205,10.4,907,13.6,688,7.7,1097,7.4,1397,-9.1,1686,5.25,438,7.31,397,0.36,380,0.51,273,5.67,229,2.08,64,4.92,176,
A093240,형지엘리트,섬유 및 의류,의류,76.89,206,33.3,153,34.6,256,130.4,79,128.6,154,111.8,197,10.18,762,11.21,568,0.63,682,1.46,1116,-21.02,1460,21.88,1183,37.38,1142,
A005030,부산주공,자동차 및 관련부품,기타 자동차부품,76.82,207,49.9,78,155.1,13,161.2,53,157.1,106,113.5,189,-2.5,1606,-2.49,1319,0.28,274,1.22,977,2.34,36,0,1661,-3.53,1458,
A120110,코오롱인더,화학,종합 화학,76.77,208,17.5,483,24.6,377,17.2,823,25.1,953,-15.3,1833,3.5,258,7.04,388,0.28,274,0.52,287,26.55,988,7.82,563,10.88,555,
A115160,휴맥스,가정용품,셋톱박스,76.75,209,16.9,511,17.2,563,45.7,379,24.2,976,17.2,913,1.99,94,2.39,74,0.16,108,0.47,233,-2.53,1460,16.03,1017,-33.78,1458,
A010420,한솔PNS,종이 및 용기,종이,76.72,210,18.3,441,12,751,8.4,1078,-1.8,1762,6.3,1143,8.24,652,8.39,448,0.14,83,0.81,615,5.56,216,4.05,200,8.39,405,
A900310,컬러레이,지주사,지주사,76.71,211,7.2,1204,38.6,214,39.4,439,53.3,531,13.9,976,9.53,727,-10.8,1319,2.37,1536,0.71,520,3.8,112,1.57,46,4.87,174,
A032830,삼성생명,금융,생명보험,76.7,212,12.8,733,11.2,786,41.5,417,25.5,940,-1.7,1486,5.89,490,6,327,0.7,751,0.39,138,11.26,587,8.2,592,10.84,552,
A037460,삼지전자,통신,통신장비,76.6,213,10.6,889,-6.6,1777,14.8,893,29,862,30.3,705,7.55,610,9.83,507,0.13,74,0.9,704,6.94,318,5.89,369,3.97,116,
A034020,두산중공업,기계,전력기자재,76.6,214,21.8,333,8.9,861,261.8,17,268,38,228,60,7.16,589,8.88,471,0.41,443,3.41,1782,-10.56,1460,15.69,1002,15.37,769,
A000150,두산,지주사,지주사,76.58,215,18.7,428,21.5,443,24.1,663,-2.5,1774,-19,1921,0.9,22,1.61,40,0.05,5,0.59,379,-11.36,1460,9.29,679,1.54,16,
A097950,CJ제일제당,식음료,식료품,76.53,216,0.1,1850,-10,1903,20.9,737,46.4,604,46.7,538,2.4,139,3.44,138,0.23,208,0.96,760,9.7,502,5.64,342,4.08,121,
A139480,이마트,유통,유통,76.48,217,8.5,1079,20.3,478,30.5,560,43.9,635,20.3,853,4.36,355,-41.92,1319,0.2,153,0.48,244,9.49,484,8.64,630,30.17,1064,
A300720,한일시멘트,건설 및 건축자재,시멘트 및 레미콘,76.43,218,15.7,567,15.3,631,7,1119,23.4,993,-4.1,1547,3.76,283,3.89,170,0.71,763,0.7,513,5.1,184,10.67,771,7.09,325,
A005850,에스엘,자동차 및 관련부품,기타 자동차부품,76.34,219,13.8,680,28.9,318,50,344,38.9,699,12.8,996,72.69,1460,-6.76,1319,0.34,352,0.58,369,8.47,433,5.81,356,11,563,
A101330,모베이스,IT 장비 및 소재,스마트폰 부품,76.34,219,14.3,643,14.5,650,-5.6,1723,0.9,1582,-17.5,1889,0.8,18,1.59,39,0.08,22,0.32,82,15.74,758,4.8,254,5.76,229,
A014160,대영포장,종이 및 용기,용기 및 포장재,76.3,221,72.4,34,58.4,116,61.8,263,67.7,406,70.8,365,8.6,672,8.58,455,0.77,816,1.33,1042,138.5,1359,26.57,1269,33.9,1103,
A134380,미원화학,화학,계면활성제,76.27,222,7.4,1181,14.3,657,20.4,750,34.9,759,38.4,612,5.61,472,5.61,298,0.83,864,1.26,997,8.97,462,7.13,495,7.54,359,
A104830,원익머트리얼즈,반도체 관련장비 및 부품,반도체 부품,76.2,223,22.3,321,20.7,466,25.4,635,38.1,712,31.8,691,7.61,613,32.38,968,1.52,1259,1.23,984,8.33,423,6.04,392,9.28,461,
A093520,매커스,반도체 관련장비 및 부품,반도체 유통,76.14,224,8.9,1047,19.6,501,29.5,574,33.9,778,35.4,640,6.03,502,6.01,328,0.97,982,1.41,1085,9.65,499,7.64,544,9.27,458,
A046440,KG모빌리언스,IT서비스,전자결제,76.11,225,29,201,-5.3,1720,26.6,615,94.2,257,80,320,4.48,368,4.8,243,1.63,1305,1.62,1212,11.05,576,8.91,655,9.44,474,
A039490,키움증권,금융,증권,76.1,226,20.4,378,5.5,1009,35.7,488,90.2,276,65.1,395,-1.09,1606,-1.08,1319,1.4,1215,1.05,848,2.61,52,4.96,275,3.44,87,
A016450,한세예스24홀딩스,지주사,지주사,76.06,227,12.8,733,23,408,26.4,620,7.9,1387,-15.1,1828,5.04,417,-2568,1319,0.09,29,0.91,712,3.91,119,5.44,315,3.15,73,
A012800,대창,철강 및 비철강,구리,76.04,228,13.4,703,15.4,626,0,1350,12.9,1248,9.2,1075,4.54,375,5.82,308,0.13,74,0.64,431,8.39,429,18.67,1099,6,245,
A004360,세방,운송 및 물류,육상운송,76,229,14.3,643,4.5,1052,0,1350,15.1,1201,-9.6,1695,3.16,227,4.59,223,0.24,222,0.23,24,8.77,449,3.54,161,14.41,726,
A225590,패션플랫폼,섬유 및 의류,의류,75.98,230,11.4,830,9.4,845,9.9,1027,11.4,1288,5.4,1167,5.71,480,5.67,303,0.54,582,0.84,648,6.18,269,4.97,277,6.18,263,
A007810,코리아써키트,IT 장비 및 소재,PCB,75.96,231,12.7,740,7.2,927,43.1,404,25.8,928,32.2,683,9.33,714,22.58,872,0.41,443,0.96,760,11.38,597,5.13,293,12.2,624,
A006200,한국전자홀딩스,지주사,지주사,75.91,232,11.4,830,5.4,1014,44.4,388,28.1,876,20.1,859,1.91,93,4.34,205,0.19,136,0.38,126,7.35,351,0,1661,-3.29,1458,
A145990,삼양사,식음료,식료품,75.86,233,8.6,1071,-21,2128,18.5,789,37.3,727,-0.8,1457,2.59,161,6.92,378,0.26,253,0.47,233,5.69,230,6.13,402,4.96,180,
A010100,한국프랜지,자동차 및 관련부품,엔진부품,75.84,234,14.1,663,-9.1,1877,-25.8,2163,20,1079,8.7,1084,1.79,85,9.53,492,0.08,22,0.3,67,3.03,75,4.33,217,5.17,189,
A036630,세종텔레콤,통신,통신서비스,75.75,235,68.2,39,77.2,69,50.9,336,65.4,430,30.7,699,12.85,913,-62.29,1319,1.05,1032,0.91,712,5.77,240,10.87,788,-373.75,1458,
A316140,우리금융지주,금융,은행,75.71,236,10.6,889,14,672,-2.2,1582,3.6,1510,-16,1856,3.88,296,4.87,248,0.6,648,0.31,75,3.7,108,2.53,92,3.12,71,
A009770,삼정펄프,종이 및 용기,종이,75.59,237,5.4,1387,4.9,1036,9.5,1046,2.6,1535,-10.6,1722,3.69,280,3.85,167,0.5,538,0.39,138,2.45,40,0.07,4,5,182,
A140070,서플러스글로벌,반도체 관련장비 및 부품,반도체장비,75.56,238,2.4,1680,6,979,36.1,483,48.6,585,28,739,2.87,197,8.33,447,0.91,941,0.84,648,7.67,376,9.37,686,7.01,322,
A002710,TCC스틸,종이 및 용기,용기 및 포장재,75.53,239,29.8,195,34.4,257,105.5,113,93.5,260,65.5,392,-21.32,1606,-8,1319,0.23,208,0.86,667,17.64,817,18.79,1102,39.68,1155,
A264450,유비쿼스,통신,통신장비,75.51,240,65.5,45,25.1,372,38.8,446,93,264,92.3,264,10.15,758,10.15,515,2.3,1518,2.76,1654,14.45,716,11.6,835,13.97,708,
A079960,동양이엔피,IT 장비 및 소재,파워서플라이,75.48,241,0,1856,6.7,948,11.2,989,16.9,1158,-8.6,1673,3.57,268,9.47,488,0.27,267,0.52,287,2.79,60,1,29,3.32,80,
A122690,서진오토모티브,자동차 및 관련부품,변속기부품,75.47,242,-4.8,2129,55.7,130,54.4,314,49.9,567,28.5,732,0.93,25,7.38,403,0.04,2,0.68,487,-10.32,1460,6.11,398,-28.74,1458,
A023960,에쓰씨엔지니어링,건설 및 건축자재,중견건설사,75.43,243,23.5,300,37,230,25.7,630,60,474,23.5,802,3.2,230,8.98,473,0.23,208,1.97,1394,-4.72,1460,26.86,1270,12.57,646,
A102260,동성코퍼레이션,지주사,지주사,75.27,244,10.9,870,4,1086,2.8,1239,6,1427,-15.1,1828,2.08,106,2.32,69,0.22,192,0.69,503,11.26,587,3.81,184,3.08,65,
A042660,대우조선해양,조선,조선기자재,75.26,245,26.7,239,19.4,506,-0.2,1493,23.5,991,4.6,1182,3.27,236,4.07,188,0.38,406,0.72,533,-24.83,1460,9.87,721,5.37,203,
A000540,흥국화재,금융,손해보험,75.25,246,7.3,1191,26.4,347,16.4,848,2.1,1549,-8.7,1675,0.21,1,0.21,1,0.05,5,0.26,36,44.5,1169,8.65,632,13.97,708,
A027360,아주IB투자,금융,기타 금융,75.23,247,29.9,193,203.6,3,187.9,38,269.5,37,245,53,17.43,1065,17.55,774,7.96,1965,2.73,1645,9.22,475,24.75,1238,13.28,679,
A131290,티에스이,반도체 관련장비 및 부품,반도체장비,75.21,248,54.8,70,50.4,153,166.8,48,330.2,25,532.8,12,22.95,1178,-78.71,1319,2.14,1479,3.1,1724,19.3,857,9.61,700,11.85,607,
